"","MIN","total_reads","no_samples","parent_MIN","type","rank"
"424","MZP_000008407",2,1,"MZP_000000004","pseudogene",7261
"425","MZP_000008408",2,1,"MZP_000000004","pseudogene",7262
"426","MZP_000008411",2,1,"MZP_000000004","pseudogene",7265
"427","MZP_000008415",2,1,"MZP_000000004","pseudogene",7269
"428","MZP_000008417",2,1,"MZP_000000004","pseudogene",7271
"429","MZP_000008418",2,1,"MZP_000000004","pseudogene",7272
"430","MZP_000008419",2,1,"MZP_000000004","pseudogene",7273
"431","MZP_000008422",2,1,"MZP_000000004","pseudogene",7276
"432","MZP_000008455",2,1,"MZP_000000004","pseudogene",7309
"433","MZP_000008459",2,1,"MZP_000000004","pseudogene",7313
"434","MZP_000008500",2,1,"MZP_000000004","pseudogene",7354
"435","MZP_000008544",2,1,"MZP_000000004","pseudogene",7397
"436","MZP_000008548",2,1,"MZP_000000004","pseudogene",7401
"437","MZP_000008554",2,1,"MZP_000000004","pseudogene",7407
"438","MZP_000008832",2,1,"MZP_000000004","pseudogene",7682
"439","MZP_000008863",2,1,"MZP_000000004","pseudogene",7711
"440","MZP_000008875",2,1,"MZP_000000004","pseudogene",7723
"441","MZP_000008910",2,1,"MZP_000000004","pseudogene",7757
"442","MZP_000008946",2,1,"MZP_000000004","pseudogene",7793
"443","MZP_000008952",2,1,"MZP_000000004","pseudogene",7799
"444","MZP_000008957",2,1,"MZP_000000004","pseudogene",7804
"445","MZP_000008977",2,1,"MZP_000000004","pseudogene",7823
"446","MZP_000008986",2,1,"MZP_000000004","pseudogene",7832
"447","MZP_000008991",2,1,"MZP_000000004","pseudogene",7837
"448","MZP_000009001",2,1,"MZP_000000004","pseudogene",7847
"449","MZP_000009011",2,1,"MZP_000000004","pseudogene",7857
"450","MZP_000009026",2,1,"MZP_000000004","pseudogene",7872
"451","MZP_000009516",2,1,"MZP_000000004","pseudogene",8358
"452","MZP_000009841",2,1,"MZP_000000004","pseudogene",8677
"453","MZP_000011309",2,1,"MZP_000000004","pseudogene",10136
"454","MZP_000012374",2,1,"MZP_000000004","pseudogene",10192
"455","MZP_000013210",2,1,"MZP_000000004","pseudogene",10368
"456","MZP_000013890",2,2,"MZP_000000004","pseudogene",5905
"457","MZP_000008416",2,1,"MZP_000000004","pseudogene",7270
"458","MZP_000008416",2,1,"MZP_000000004","pseudogene",7270
"459","MZP_000008416",2,1,"MZP_000000004","pseudogene",7270
"460","MZP_000009033",2,1,"MZP_000000004","pseudogene",7879
"461","MZP_000009033",2,1,"MZP_000000004","pseudogene",7879
"462","MZP_000009033",2,1,"MZP_000000004","pseudogene",7879
"463","MZP_000009556",2,1,"MZP_000000004","pseudogene",8397
"464","MZP_000009556",2,1,"MZP_000000004","pseudogene",8397
"465","MZP_000009556",2,1,"MZP_000000004","pseudogene",8397
"466","MZP_000004537",2,1,"MZP_000000004","pseudogene",6026
"467","MZP_000006798",2,2,"MZP_000000004","pseudogene",5794
"468","MZP_000008231",2,1,"MZP_000000004","pseudogene",7086
"469","MZP_000008365",2,1,"MZP_000000004","pseudogene",7219
"470","MZP_000008382",2,1,"MZP_000000004","pseudogene",7236
"471","MZP_000008406",2,1,"MZP_000000004","pseudogene",7260
"472","MZP_000008413",2,1,"MZP_000000004","pseudogene",7267
"473","MZP_000008827",2,1,"MZP_000000004","pseudogene",7677
"474","MZP_000008853",2,1,"MZP_000000004","pseudogene",7702
"475","MZP_000009533",2,1,"MZP_000000004","pseudogene",8374
"476","MZP_000000005",861878,124,"MZP_000000005","parent",13
"477","MZP_000000505",217,3,"MZP_000000005","pseudogene",909
"478","MZP_000003745",56,2,"MZP_000000005","pseudogene",1546
"479","MZP_000007218",40,2,"MZP_000000005","pseudogene",1794
"480","MZP_000003817",28,3,"MZP_000000005","pseudogene",2091
"481","MZP_000000800",26,1,"MZP_000000005","pseudogene",2155
"482","MZP_000004034",10,1,"MZP_000000005","pseudogene",3237
"483","MZP_000007344",10,2,"MZP_000000005","pseudogene",3195
"484","MZP_000007426",8,2,"MZP_000000005","pseudogene",3519
"485","MZP_000007678",4,1,"MZP_000000005","pseudogene",4924
"486","MZP_000007731",4,1,"MZP_000000005","pseudogene",4956
"487","MZP_000004338",4,2,"MZP_000000005","pseudogene",4534
"488","MZP_000007964",4,1,"MZP_000000005","pseudogene",5141
"489","MZP_000001221",3,1,"MZP_000000005","pseudogene",5451
"490","MZP_000004630",2,1,"MZP_000000005","pseudogene",6116
"491","MZP_000004805",2,1,"MZP_000000005","pseudogene",6287
"492","MZP_000004871",2,1,"MZP_000000005","pseudogene",6353
"493","MZP_000008880",2,1,"MZP_000000005","pseudogene",7728
"494","MZP_000008925",2,1,"MZP_000000005","pseudogene",7772
"495","MZP_000009107",2,1,"MZP_000000005","pseudogene",7953
"496","MZP_000010271",2,1,"MZP_000000005","pseudogene",9103
"497","MZP_000010279",2,1,"MZP_000000005","pseudogene",9111
"498","MZP_000010305",2,1,"MZP_000000005","pseudogene",9137
"499","MZP_000010342",2,1,"MZP_000000005","pseudogene",9173
"500","MZP_000010865",2,1,"MZP_000000005","pseudogene",9694
"501","MZP_000010265",2,1,"MZP_000000005","pseudogene",9097
"502","MZP_000001167",2,1,"MZP_000000005","pseudogene",5915
"503","MZP_000004637",2,1,"MZP_000000005","pseudogene",6122
"504","MZP_000004821",2,1,"MZP_000000005","pseudogene",6303
"505","MZP_000004823",2,1,"MZP_000000005","pseudogene",6305
"506","MZP_000004824",2,1,"MZP_000000005","pseudogene",6306
"507","MZP_000004827",2,1,"MZP_000000005","pseudogene",6309
"508","MZP_000004830",2,1,"MZP_000000005","pseudogene",6312
"509","MZP_000004875",2,1,"MZP_000000005","pseudogene",6357
"510","MZP_000004883",2,1,"MZP_000000005","pseudogene",6365
"511","MZP_000004999",2,1,"MZP_000000005","pseudogene",6481
"512","MZP_000005003",2,1,"MZP_000000005","pseudogene",6485
"513","MZP_000005015",2,1,"MZP_000000005","pseudogene",6497
"514","MZP_000005018",2,1,"MZP_000000005","pseudogene",6500
"515","MZP_000005129",2,1,"MZP_000000005","pseudogene",6611
"516","MZP_000005132",2,1,"MZP_000000005","pseudogene",6613
"517","MZP_000005174",2,1,"MZP_000000005","pseudogene",6655
"518","MZP_000005181",2,1,"MZP_000000005","pseudogene",6662
"519","MZP_000005260",2,1,"MZP_000000005","pseudogene",6740
"520","MZP_000005267",2,1,"MZP_000000005","pseudogene",6747
"521","MZP_000005272",2,1,"MZP_000000005","pseudogene",6752
"522","MZP_000005294",2,1,"MZP_000000005","pseudogene",6774
"523","MZP_000005295",2,1,"MZP_000000005","pseudogene",6775
"524","MZP_000005436",2,1,"MZP_000000005","pseudogene",6904
"525","MZP_000005437",2,1,"MZP_000000005","pseudogene",6905
"526","MZP_000005444",2,1,"MZP_000000005","pseudogene",6912
"527","MZP_000006915",2,2,"MZP_000000005","pseudogene",5803
"528","MZP_000007065",2,1,"MZP_000000005","pseudogene",6997
"529","MZP_000008314",2,1,"MZP_000000005","pseudogene",7169
"530","MZP_000008384",2,1,"MZP_000000005","pseudogene",7238
"531","MZP_000008412",2,1,"MZP_000000005","pseudogene",7266
"532","MZP_000008423",2,1,"MZP_000000005","pseudogene",7277
"533","MZP_000008424",2,1,"MZP_000000005","pseudogene",7278
"534","MZP_000008643",2,1,"MZP_000000005","pseudogene",7494
"535","MZP_000008671",2,1,"MZP_000000005","pseudogene",7522
"536","MZP_000008799",2,1,"MZP_000000005","pseudogene",7649
"537","MZP_000008802",2,1,"MZP_000000005","pseudogene",7652
"538","MZP_000008826",2,1,"MZP_000000005","pseudogene",7676
"539","MZP_000008912",2,1,"MZP_000000005","pseudogene",7759
"540","MZP_000008918",2,1,"MZP_000000005","pseudogene",7765
"541","MZP_000008938",2,1,"MZP_000000005","pseudogene",7785
"542","MZP_000008945",2,1,"MZP_000000005","pseudogene",7792
"543","MZP_000009005",2,1,"MZP_000000005","pseudogene",7851
"544","MZP_000009097",2,1,"MZP_000000005","pseudogene",7943
"545","MZP_000009112",2,1,"MZP_000000005","pseudogene",7958
"546","MZP_000009578",2,1,"MZP_000000005","pseudogene",8419
"547","MZP_000009590",2,1,"MZP_000000005","pseudogene",8430
"548","MZP_000009610",2,1,"MZP_000000005","pseudogene",8450
"549","MZP_000009613",2,1,"MZP_000000005","pseudogene",8453
"550","MZP_000009639",2,1,"MZP_000000005","pseudogene",8479
"551","MZP_000009642",2,1,"MZP_000000005","pseudogene",8482
"552","MZP_000009651",2,1,"MZP_000000005","pseudogene",8491
"553","MZP_000009653",2,1,"MZP_000000005","pseudogene",8493
"554","MZP_000009665",2,1,"MZP_000000005","pseudogene",8505
"555","MZP_000009746",2,1,"MZP_000000005","pseudogene",8584
"556","MZP_000009747",2,1,"MZP_000000005","pseudogene",8585
"557","MZP_000009843",2,1,"MZP_000000005","pseudogene",8679
"558","MZP_000009844",2,1,"MZP_000000005","pseudogene",8680
"559","MZP_000009845",2,1,"MZP_000000005","pseudogene",8681
"560","MZP_000009873",2,1,"MZP_000000005","pseudogene",8708
"561","MZP_000009883",2,1,"MZP_000000005","pseudogene",8718
"562","MZP_000009908",2,1,"MZP_000000005","pseudogene",8742
"563","MZP_000010226",2,1,"MZP_000000005","pseudogene",9058
"564","MZP_000010245",2,1,"MZP_000000005","pseudogene",9077
"565","MZP_000010258",2,1,"MZP_000000005","pseudogene",9090
"566","MZP_000010261",2,1,"MZP_000000005","pseudogene",9093
"567","MZP_000010267",2,1,"MZP_000000005","pseudogene",9099
"568","MZP_000010277",2,1,"MZP_000000005","pseudogene",9109
"569","MZP_000010283",2,1,"MZP_000000005","pseudogene",9115
"570","MZP_000010288",2,1,"MZP_000000005","pseudogene",9120
"571","MZP_000010296",2,1,"MZP_000000005","pseudogene",9128
"572","MZP_000010308",2,1,"MZP_000000005","pseudogene",9140
"573","MZP_000010311",2,1,"MZP_000000005","pseudogene",9143
"574","MZP_000010318",2,1,"MZP_000000005","pseudogene",9150
"575","MZP_000010345",2,1,"MZP_000000005","pseudogene",9176
"576","MZP_000010583",2,1,"MZP_000000005","pseudogene",9413
"577","MZP_000010594",2,1,"MZP_000000005","pseudogene",9424
"578","MZP_000010600",2,1,"MZP_000000005","pseudogene",9430
"579","MZP_000010670",2,1,"MZP_000000005","pseudogene",9500
"580","MZP_000010683",2,1,"MZP_000000005","pseudogene",9513
"581","MZP_000010700",2,1,"MZP_000000005","pseudogene",9530
"582","MZP_000010751",2,1,"MZP_000000005","pseudogene",9580
"583","MZP_000010754",2,1,"MZP_000000005","pseudogene",9583
"584","MZP_000010755",2,1,"MZP_000000005","pseudogene",9584
"585","MZP_000010823",2,1,"MZP_000000005","pseudogene",9652
"586","MZP_000010827",2,1,"MZP_000000005","pseudogene",9656
"587","MZP_000010838",2,1,"MZP_000000005","pseudogene",9667
"588","MZP_000010846",2,1,"MZP_000000005","pseudogene",9675
"589","MZP_000010847",2,1,"MZP_000000005","pseudogene",9676
"590","MZP_000010860",2,1,"MZP_000000005","pseudogene",9689
"591","MZP_000010861",2,1,"MZP_000000005","pseudogene",9690
"592","MZP_000010863",2,1,"MZP_000000005","pseudogene",9692
"593","MZP_000010882",2,1,"MZP_000000005","pseudogene",9711
"594","MZP_000010885",2,1,"MZP_000000005","pseudogene",9714
"595","MZP_000010893",2,1,"MZP_000000005","pseudogene",9722
"596","MZP_000010899",2,1,"MZP_000000005","pseudogene",9728
"597","MZP_000010910",2,1,"MZP_000000005","pseudogene",9739
"598","MZP_000010916",2,1,"MZP_000000005","pseudogene",9745
"599","MZP_000010919",2,1,"MZP_000000005","pseudogene",9748
"600","MZP_000010923",2,1,"MZP_000000005","pseudogene",9752
"601","MZP_000010924",2,1,"MZP_000000005","pseudogene",9753
"602","MZP_000010934",2,1,"MZP_000000005","pseudogene",9763
"603","MZP_000010941",2,1,"MZP_000000005","pseudogene",9770
"604","MZP_000010955",2,1,"MZP_000000005","pseudogene",9784
"605","MZP_000010963",2,1,"MZP_000000005","pseudogene",9792
"606","MZP_000010974",2,1,"MZP_000000005","pseudogene",9803
"607","MZP_000011239",2,1,"MZP_000000005","pseudogene",10066
"608","MZP_000011301",2,1,"MZP_000000005","pseudogene",10128
"609","MZP_000004808",2,1,"MZP_000000005","pseudogene",6290
"610","MZP_000004816",2,1,"MZP_000000005","pseudogene",6298
"611","MZP_000005135",2,1,"MZP_000000005","pseudogene",6616
"612","MZP_000005170",2,1,"MZP_000000005","pseudogene",6651
"613","MZP_000005242",2,1,"MZP_000000005","pseudogene",6722
"614","MZP_000005273",2,1,"MZP_000000005","pseudogene",6753
"615","MZP_000005286",2,1,"MZP_000000005","pseudogene",6766
"616","MZP_000008403",2,1,"MZP_000000005","pseudogene",7257
"617","MZP_000008885",2,1,"MZP_000000005","pseudogene",7733
"618","MZP_000008914",2,1,"MZP_000000005","pseudogene",7761
"619","MZP_000008922",2,1,"MZP_000000005","pseudogene",7769
"620","MZP_000009010",2,1,"MZP_000000005","pseudogene",7856
"621","MZP_000009626",2,1,"MZP_000000005","pseudogene",8466
"622","MZP_000009663",2,1,"MZP_000000005","pseudogene",8503
"623","MZP_000009732",2,1,"MZP_000000005","pseudogene",8570
"624","MZP_000009830",2,1,"MZP_000000005","pseudogene",8667
"625","MZP_000009887",2,1,"MZP_000000005","pseudogene",8721
"626","MZP_000010317",2,1,"MZP_000000005","pseudogene",9149
"627","MZP_000010682",2,1,"MZP_000000005","pseudogene",9512
"628","MZP_000010735",2,1,"MZP_000000005","pseudogene",9564
"629","MZP_000010738",2,1,"MZP_000000005","pseudogene",9567
"630","MZP_000010740",2,1,"MZP_000000005","pseudogene",9569
"631","MZP_000010759",2,1,"MZP_000000005","pseudogene",9588
"632","MZP_000010762",2,1,"MZP_000000005","pseudogene",9591
"633","MZP_000010867",2,1,"MZP_000000005","pseudogene",9696
"634","MZP_000010889",2,1,"MZP_000000005","pseudogene",9718
"635","MZP_000010891",2,1,"MZP_000000005","pseudogene",9720
"636","MZP_000010929",2,1,"MZP_000000005","pseudogene",9758
"637","MZP_000005252",2,1,"MZP_000000005","pseudogene",6732
"638","MZP_000000006",1571088,129,"MZP_000000006","parent",3
"639","MZP_000000190",2010,20,"MZP_000000006","pseudogene",407
"640","MZP_000000292",1665,38,"MZP_000000006","pseudogene",439
"641","MZP_000000272",1180,31,"MZP_000000006","pseudogene",493
"642","MZP_000000344",1170,19,"MZP_000000006","pseudogene",496
"643","MZP_000000339",878,20,"MZP_000000006","pseudogene",534
"644","MZP_000000357",266,8,"MZP_000000006","pseudogene",824
"645","MZP_000000569",102,14,"MZP_000000006","pseudogene",1222
"646","MZP_000003552",102,7,"MZP_000000006","pseudogene",1224
"647","MZP_000002897",99,10,"MZP_000000006","pseudogene",1242
"648","MZP_000000533",78,8,"MZP_000000006","pseudogene",1357
"649","MZP_000000828",74,10,"MZP_000000006","pseudogene",1388
"650","MZP_000000687",55,11,"MZP_000000006","pseudogene",1551
"651","MZP_000002899",45,8,"MZP_000000006","pseudogene",1698
"652","MZP_000006367",45,6,"MZP_000000006","pseudogene",1703
"653","MZP_000002900",25,4,"MZP_000000006","pseudogene",2175
"654","MZP_000003920",16,1,"MZP_000000006","pseudogene",2640
"655","MZP_000000948",9,2,"MZP_000000006","pseudogene",3330
"656","MZP_000002898",6,2,"MZP_000000006","pseudogene",3890
"657","MZP_000004300",6,1,"MZP_000000006","pseudogene",4123
"658","MZP_000007949",4,2,"MZP_000000006","pseudogene",4627
"659","MZP_000013467",4,1,"MZP_000000006","pseudogene",5264
"660","MZP_000013891",4,1,"MZP_000000006","pseudogene",5310
"661","MZP_000014001",3,1,"MZP_000000006","pseudogene",5728
"662","MZP_000005138",2,1,"MZP_000000006","pseudogene",6619
"663","MZP_000005162",2,1,"MZP_000000006","pseudogene",6643
"664","MZP_000005164",2,1,"MZP_000000006","pseudogene",6645
"665","MZP_000010681",2,1,"MZP_000000006","pseudogene",9511
"666","MZP_000010723",2,1,"MZP_000000006","pseudogene",9553
"667","MZP_000011097",2,1,"MZP_000000006","pseudogene",9925
"668","MZP_000011127",2,1,"MZP_000000006","pseudogene",9955
"669","MZP_000013821",2,1,"MZP_000000006","pseudogene",10645
"670","MZP_000005130",2,1,"MZP_000000006","pseudogene",6612
"671","MZP_000005166",2,1,"MZP_000000006","pseudogene",6647
"672","MZP_000005168",2,1,"MZP_000000006","pseudogene",6649
"673","MZP_000005169",2,1,"MZP_000000006","pseudogene",6650
"674","MZP_000005395",2,1,"MZP_000000006","pseudogene",6865
"675","MZP_000005399",2,1,"MZP_000000006","pseudogene",6869
"676","MZP_000005409",2,1,"MZP_000000006","pseudogene",6878
"677","MZP_000005412",2,1,"MZP_000000006","pseudogene",6881
"678","MZP_000005417",2,1,"MZP_000000006","pseudogene",6885
"679","MZP_000005443",2,1,"MZP_000000006","pseudogene",6911
"680","MZP_000006520",2,1,"MZP_000000006","pseudogene",6975
"681","MZP_000009377",2,1,"MZP_000000006","pseudogene",8220
"682","MZP_000009983",2,1,"MZP_000000006","pseudogene",8817
"683","MZP_000010580",2,1,"MZP_000000006","pseudogene",9410
"684","MZP_000010584",2,1,"MZP_000000006","pseudogene",9414
"685","MZP_000010586",2,1,"MZP_000000006","pseudogene",9416
"686","MZP_000010591",2,1,"MZP_000000006","pseudogene",9421
"687","MZP_000010597",2,1,"MZP_000000006","pseudogene",9427
"688","MZP_000010598",2,1,"MZP_000000006","pseudogene",9428
"689","MZP_000010655",2,1,"MZP_000000006","pseudogene",9485
"690","MZP_000010660",2,1,"MZP_000000006","pseudogene",9490
"691","MZP_000010661",2,1,"MZP_000000006","pseudogene",9491
"692","MZP_000010664",2,1,"MZP_000000006","pseudogene",9494
"693","MZP_000010666",2,1,"MZP_000000006","pseudogene",9496
"694","MZP_000010667",2,1,"MZP_000000006","pseudogene",9497
"695","MZP_000010669",2,1,"MZP_000000006","pseudogene",9499
"696","MZP_000010671",2,1,"MZP_000000006","pseudogene",9501
"697","MZP_000010674",2,1,"MZP_000000006","pseudogene",9504
"698","MZP_000010679",2,1,"MZP_000000006","pseudogene",9509
"699","MZP_000010692",2,1,"MZP_000000006","pseudogene",9522
"700","MZP_000010695",2,1,"MZP_000000006","pseudogene",9525
"701","MZP_000010698",2,1,"MZP_000000006","pseudogene",9528
"702","MZP_000010701",2,1,"MZP_000000006","pseudogene",9531
"703","MZP_000010702",2,1,"MZP_000000006","pseudogene",9532
"704","MZP_000010704",2,1,"MZP_000000006","pseudogene",9534
"705","MZP_000010705",2,1,"MZP_000000006","pseudogene",9535
"706","MZP_000010713",2,1,"MZP_000000006","pseudogene",9543
"707","MZP_000010714",2,1,"MZP_000000006","pseudogene",9544
"708","MZP_000010717",2,1,"MZP_000000006","pseudogene",9547
"709","MZP_000010718",2,1,"MZP_000000006","pseudogene",9548
"710","MZP_000010725",2,1,"MZP_000000006","pseudogene",9555
"711","MZP_000010760",2,1,"MZP_000000006","pseudogene",9589
"712","MZP_000011096",2,1,"MZP_000000006","pseudogene",9924
"713","MZP_000011104",2,1,"MZP_000000006","pseudogene",9932
"714","MZP_000011115",2,1,"MZP_000000006","pseudogene",9943
"715","MZP_000011141",2,1,"MZP_000000006","pseudogene",9969
"716","MZP_000011142",2,1,"MZP_000000006","pseudogene",9970
"717","MZP_000011146",2,1,"MZP_000000006","pseudogene",9974
"718","MZP_000011159",2,1,"MZP_000000006","pseudogene",9986
"719","MZP_000011174",2,1,"MZP_000000006","pseudogene",10001
"720","MZP_000011176",2,1,"MZP_000000006","pseudogene",10003
"721","MZP_000011184",2,1,"MZP_000000006","pseudogene",10011
"722","MZP_000011200",2,1,"MZP_000000006","pseudogene",10027
"723","MZP_000011210",2,1,"MZP_000000006","pseudogene",10037
"724","MZP_000011218",2,1,"MZP_000000006","pseudogene",10045
"725","MZP_000011250",2,1,"MZP_000000006","pseudogene",10077
"726","MZP_000011271",2,1,"MZP_000000006","pseudogene",10098
"727","MZP_000011280",2,1,"MZP_000000006","pseudogene",10107
"728","MZP_000011290",2,1,"MZP_000000006","pseudogene",10117
"729","MZP_000011320",2,1,"MZP_000000006","pseudogene",10147
"730","MZP_000011616",2,1,"MZP_000000006","pseudogene",10155
"731","MZP_000013451",2,2,"MZP_000000006","pseudogene",5872
"732","MZP_000013477",2,1,"MZP_000000006","pseudogene",10503
"733","MZP_000014003",2,1,"MZP_000000006","pseudogene",10741
"734","MZP_000005418",2,1,"MZP_000000006","pseudogene",6886
"735","MZP_000010668",2,1,"MZP_000000006","pseudogene",9498
"736","MZP_000000007",1306097,119,"MZP_000000007","parent",7
"737","MZP_000003757",48,3,"MZP_000000007","pseudogene",1651
"738","MZP_000000878",15,4,"MZP_000000007","pseudogene",2672
"739","MZP_000006018",8,3,"MZP_000000007","pseudogene",3463
"740","MZP_000004257",6,3,"MZP_000000007","pseudogene",3848
"741","MZP_000005131",4,2,"MZP_000000007","pseudogene",4554
"742","MZP_000007928",4,1,"MZP_000000007","pseudogene",5109
"743","MZP_000007928",4,1,"MZP_000000007","pseudogene",5109
"744","MZP_000007928",4,1,"MZP_000000007","pseudogene",5109
"745","MZP_000012632",3,1,"MZP_000000007","pseudogene",5524
"746","MZP_000013806",3,3,"MZP_000000007","pseudogene",5353
"747","MZP_000001303",2,2,"MZP_000000007","pseudogene",5750
"748","MZP_000005177",2,1,"MZP_000000007","pseudogene",6658
"749","MZP_000005422",2,1,"MZP_000000007","pseudogene",6890
